athens, greece, baghdad, iraq, ['iraq', 'afghanistan', 'pakistan', 'indonesia', 'syria', 'iran', 'india', 'philippines', 'turkey', 'turkish']
bangkok, thailand, bern, switzerland, ['counties', 'arkansas', 'istanbul', 'uganda', 'sussex', 'townships', 'county', 'turkey', 'township', 'belonging']
bangkok, thailand, cairo, egypt, ['egypt', 'tunisia', 'pakistan', 'algeria', 'alexandria', 'afghanistan', 'morocco', 'mesopotamia', 'india', 'libya']
bangkok, thailand, canberra, australia, ['australia', 'africa', 'sweden', 'victoria', 'south', 'queensland', 'isle', 'swaziland', 'tasmania', 'wales']
bangkok, thailand, hanoi, vietnam, ['turkey', 'turkmenistan', 'mesopotamia', 'tunisia', 'tajikistan', 'serbia', 'uzbekistan', 'persia', 'anatolia', 'hungary']
bangkok, thailand, havana, cuba, ['cuba', 'algeria', 'libya', 'guinea', 'morocco', 'spain', 'ethiopia', 'sudan', 'portugal', 'tunisia']
bangkok, thailand, helsinki, finland, ['armenia', 'kenya', 'turkey', 'serbia', 'belarus', 'sweden', 'pomerania', 'ethiopia', 'russia', 'kaliningrad']
bangkok, thailand, islamabad, pakistan, ['pakistan', 'lahore', 'tunisia', 'algeria', 'karachi', 'libya', 'somalia', 'portugal', 'bangladesh', 'istanbul']
bangkok, thailand, kabul, afghanistan, ['kandahar', 'egypt', 'afghanistan', 'greece', 'morocco', 'persia', 'ethiopia', 'bulgaria', 'conquered', 'pakistan']
bangkok, thailand, london, england, ['great', 'east', 'town', 'england', 'city', 'kingdom', 'now', 'america', 'britain', 'cities']
bangkok, thailand, madrid, spain, ['spain', 'imaginary', 'portugal', 'suburbs', 'africa', 'algeria', 'sk', 'east', 'city', 'real']
bangkok, thailand, moscow, russia, ['russia', 'ukraine', 'bulgaria', 'hungary', 'poland', 'ethiopia', 'ussr', 'serbia', 'belarus', 'austria']
bangkok, thailand, oslo, norway, ['norway', 'portugal', 'turkey', 'poland', 'mieszko', 'sweden', 'tunisia', 'ukraine', 'hungary', 'denmark']
bangkok, thailand, ottawa, canada, ['neighbouring', 'ontario', 'labrador', 'huron', 'cornwall', 'missouri', 'southeastern', 'jamaica', 'alaska', 'canada']
bangkok, thailand, paris, france, ['france', 'rome', 'spain', 'italy', 'russia', 'portugal', 'he', 'returned', 'visited', 'i']
bangkok, thailand, rome, italy, ['spain', 'persia', 'king', 'emperor', 'egypt', 'portugal', 'constantinople', 'italy', 'empire', 'conquered']
bangkok, thailand, stockholm, sweden, ['sweden', 'victoria', 'norway', 'switzerland', 'swaziland', 'portugal', 'australia', 'denmark', 'tasmania', 'netherlands']
bangkok, thailand, tehran, iran, ['iran', 'ukraine', 'persia', 'pakistan', 'turkey', 'russia', 'afghanistan', 'arabia', 'kenya', 'korea']
bangkok, thailand, tokyo, japan, ['japan', 'india', 'china', 'asia', 'victoria', 'singapore', 'southeast', 'south', 'kong', 'east']
bangkok, thailand, athens, greece, ['greece', 'persia', 'egypt', 'turkey', 'morocco', 'macedonia', 'conquered', 'istanbul', 'mesopotamia', 'algeria']
bangkok, thailand, baghdad, iraq, ['pakistan', 'afghanistan', 'egypt', 'india', 'turkey', 'persia', 'conquered', 'greece', 'syria', 'shah']
beijing, china, berlin, germany, ['germany', 'russia', 'soviet', 'union', 'europe', 'east', 'west', 'occupied', 'war', 'north']
beijing, china, bern, switzerland, ['berne', 'switzerland', 'arkansas', 'canton', 'outlawed', 'states', 'montevideo', 'amendment', 'usa', 'netherlands']
beijing, china, cairo, egypt, ['india', 'egypt', 'asia', 'southeastern', 'europe', 'pakistan', 'afghanistan', 'syria', 'east', 'arabia']
beijing, china, canberra, australia, ['australia', 'canada', 'south', 'britain', 'netherlands', 'africa', 'india', 'zealand', 'queensland', 'united']
beijing, china, hanoi, vietnam, ['turkey', 'thailand', 'vietnam', 'turkmenistan', 'uzbekistan', 'russia', 'regimes', 'asia', 'uruguay', 'bloc']
beijing, china, havana, cuba, ['cuba', 'seceded', 'russia', 'chile', 'cuban', 'spain', 'mexico', 'roosevelt', 'trade', 'concluded']
beijing, china, helsinki, finland, ['russia', 'germany', 'taiwan', 'japan', 'switzerland', 'korea', 'belarus', 'singapore', 'finland', 'belgium']
beijing, china, islamabad, pakistan, ['pakistan', 'lanka', 'lahore', 'india', 'sri', 'indonesia', 'asia', 'russia', 'tunisia', 'thailand']
beijing, china, kabul, afghanistan, ['afghanistan', 'india', 'russia', 'egypt', 'germany', 'italy', 'israel', 'syria', 'east', 'pakistan']
beijing, china, london, england, ['britain', 'brought', 'united', 'british', 'europe', 'america', 'came', 'east', 'became', 'kingdom']
beijing, china, madrid, spain, ['spain', 'france', 'asia', 'europe', 'britain', 'chile', 'russia', 'allies', 'japan', 'economic']
beijing, china, moscow, russia, ['russia', 'stalin', 'ussr', 'soviet', 'union', 'germany', 'petersburg', 'france', 'europe', 'roosevelt']
beijing, china, oslo, norway, ['norway', 'accords', 'russia', 'signed', 'declared', 'agreement', 'germany', 'messina', 'denmark', 'negotiated']
beijing, china, ottawa, canada, ['canada', 'ontario', 'quebec', 'caribbean', 'atlantic', 'usa', 'baptists', 'hemisphere', 'southeastern', 'baptist']
beijing, china, paris, france, ['france', 'germany', 'russia', 'britain', 'spain', 'europe', 'italy', 'brought', 'became', 'rome']
beijing, china, rome, italy, ['spain', 'france', 'germany', 'britain', 'italy', 'europe', 'emperor', 'brought', 'took', 'came']
beijing, china, stockholm, sweden, ['sweden', 'japan', 'switzerland', 'australia', 'russia', 'netherlands', 'usa', 'singapore', 'norway', 'denmark']
beijing, china, tehran, iran, ['iran', 'korea', 'russia', 'vietnam', 'japan', 'india', 'apartheid', 'ussr', 'thailand', 'soviet']
beijing, china, tokyo, japan, ['japan', 'singapore', 'india', 'asia', 'europe', 'united', 'britain', 'vietnam', 'korea', 'taiwan']
beijing, china, athens, greece, ['europe', 'india', 'italy', 'persia', 'egypt', 'japan', 'germany', 'greece', 'russia', 'britain']
beijing, china, baghdad, iraq, ['india', 'iraq', 'pakistan', 'afghanistan', 'syria', 'asia', 'iran', 'japan', 'arabia', 'bloc']
beijing, china, bangkok, thailand, ['thailand', 'singapore', 'taiwan', 'vietnam', 'japan', 'apartheid', 'korea', 'hemisphere', 'shane', 'philippines']
berlin, germany, bern, switzerland, ['switzerland', 'chromium', 'norway', 'salzburg', 'berne', 'montevideo', 'anzus', 'commonwealth', 'denmark', 'netherlands']
berlin, germany, cairo, egypt, ['egypt', 'afghanistan', 'greece', 'turkey', 'iran', 'syria', 'countries', 'morocco', 'india', 'italy']
berlin, germany, canberra, australia, ['australia', 'sweden', 'norway', 'netherlands', 'zealand', 'denmark', 'kingdom', 'ireland', 'queensland', 'canada']
berlin, germany, hanoi, vietnam, ['turkey', 'norway', 'trondheim', 'thailand', 'zmir', 'scandinavia', 'uruguay', 'italy', 'denmark', 'layla']
berlin, germany, havana, cuba, ['cuba', 'cuban', 'spain', 'argentina', 'mexico', 'chile', 'italy', 'invade', 'nicaragua', 'vichy']
berlin, germany, helsinki, finland, ['denmark', 'norway', 'sweden', 'finland', 'switzerland', 'armenia', 'italy', 'belgium', 'netherlands', 'greenland']
berlin, germany, islamabad, pakistan, ['pakistan', 'portugal', 'tunisia', 'turkey', 'faro', 'lanka', 'somalia', 'ddt', 'mtv', 'andalusia']
berlin, germany, kabul, afghanistan, ['italy', 'kandahar', 'afghanistan', 'afghan', 'greece', 'china', 'denmark', 'spain', 'judea', 'egypt']
berlin, germany, london, england, ['britain', 'kingdom', 'england', 'uk', 'ireland', 'france', 'australia', 'scotland', 'british', 'united']
berlin, germany, madrid, spain, ['spain', 'france', 'argentina', 'italy', 'portugal', 'chile', 'peru', 'mexico', 'cuba', 'japan']
berlin, germany, moscow, russia, ['russia', 'france', 'finland', 'japan', 'italy', 'independence', 'austria', 'ussr', 'union', 'denmark']
berlin, germany, oslo, norway, ['norway', 'denmark', 'sweden', 'accords', 'portugal', 'lillehammer', 'turkey', 'finland', 'switzerland', 'poland']
berlin, germany, ottawa, canada, ['quebec', 'canada', 'ontario', 'denmark', 'zealand', 'australia', 'switzerland', 'kyoto', 'caribbean', 'norway']
berlin, germany, paris, france, ['france', 'italy', 'spain', 'rome', 'switzerland', 'britain', 'returned', 'netherlands', 'japan', 'sweden']
berlin, germany, rome, italy, ['spain', 'italy', 'emperor', 'france', 'king', 'throne', 'kingdom', 'britain', 'romans', 'roman']
berlin, germany, stockholm, sweden, ['sweden', 'norway', 'denmark', 'switzerland', 'netherlands', 'japan', 'australia', 'finland', 'lillehammer', 'zealand']
berlin, germany, tehran, iran, ['iran', 'korea', 'japan', 'thailand', 'lab', 'aggression', 'varicella', 'norway', 'isfahan', 'nuclear']
berlin, germany, tokyo, japan, ['japan', 'singapore', 'china', 'partners', 'osaka', 'kong', 'korea', 'hong', 'australia', 'france']
berlin, germany, athens, greece, ['greece', 'italy', 'denmark', 'persia', 'turkey', 'gaul', 'kingdom', 'finland', 'spain', 'japan']
berlin, germany, baghdad, iraq, ['afghanistan', 'iran', 'iraq', 'greece', 'turkey', 'pakistan', 'philippines', 'syria', 'italy', 'japan']
berlin, germany, bangkok, thailand, ['thailand', 'singapore', 'taiwan', 'philippines', 'japan', 'korea', 'nihon', 'bisexuality', 'ddt', 'homeopaths']
berlin, germany, beijing, china, ['china', 'greece', 'japan', 'mainland', 'italy', 'korea', 'cambodia', 'denmark', 'finland', 'basque']
bern, switzerland, cairo, egypt, ['egypt', 'italy', 'algeria', 'afghanistan', 'greece', 'china', 'europe', 'syria', 'asia', 'pakistan']
bern, switzerland, canberra, australia, ['sweden', 'france', 'australia', 'italy', 'netherlands', 'finland', 'denmark', 'norway', 'belgium', 'iceland']
bern, switzerland, hanoi, vietnam, ['italy', 'turkey', 'thailand', 'russia', 'cleopatra', 'norway', 'invaded', 'scandinavia', 'denmark', 'greece']
bern, switzerland, havana, cuba, ['cuba', 'italy', 'spain', 'china', 'algeria', 'france', 'russia', 'eritrea', 'libya', 'finland']
bern, switzerland, helsinki, finland, ['finland', 'italy', 'armenia', 'sweden', 'china', 'russia', 'denmark', 'belgium', 'luxembourg', 'belarus']
bern, switzerland, islamabad, pakistan, ['pakistan', 'lahore', 'algeria', 'karachi', 'libya', 'mtv', 'portugal', 'ethiopia', 'tunisia', 'spain']
bern, switzerland, kabul, afghanistan, ['italy', 'china', 'egypt', 'kandahar', 'afghanistan', 'greece', 'russia', 'spain', 'ethiopia', 'germany']
bern, switzerland, london, england, ['france', 'world', 'europe', 'britain', 'between', 'uk', 'centre', 'germany', 'over', 'england']
bern, switzerland, madrid, spain, ['spain', 'france', 'italy', 'tours', 'europe', 'paris', 'concorde', 'portugal', 'napoleon', 'luxembourg']
bern, switzerland, moscow, russia, ['russia', 'france', 'finland', 'italy', 'germany', 'china', 'austria', 'europe', 'soviet', 'union']
bern, switzerland, oslo, norway, ['norway', 'denmark', 'sweden', 'italy', 'finland', 'russia', 'accords', 'portugal', 'spain', 'mieszko']
bern, switzerland, ottawa, canada, ['canada', 'denmark', 'italy', 'quebec', 'france', 'belgium', 'atlantic', 'finland', 'southeastern', 'countries']
bern, switzerland, paris, france, ['france', 'italy', 'spain', 'germany', 'rome', 'russia', 'returned', 'met', 'europe', 'close']
bern, switzerland, rome, italy, ['italy', 'france', 'spain', 'germany', 'emperor', 'europe', 'austria', 'greece', 'russia', 'returned']
bern, switzerland, stockholm, sweden, ['sweden', 'denmark', 'norway', 'italy', 'finland', 'france', 'russia', 'belgium', 'netherlands', 'austria']
bern, switzerland, tehran, iran, ['iran', 'russia', 'china', 'italy', 'dubna', 'korea', 'assistance', 'thailand', 'afghanistan', 'finland']
bern, switzerland, tokyo, japan, ['japan', 'china', 'france', 'italy', 'europe', 'russia', 'asia', 'belgium', 'mainland', 'shanghai']
bern, switzerland, athens, greece, ['italy', 'greece', 'egypt', 'finland', 'europe', 'spain', 'france', 'china', 'morocco', 'denmark']
bern, switzerland, baghdad, iraq, ['italy', 'afghanistan', 'pakistan', 'china', 'greece', 'egypt', 'syria', 'iran', 'iraq', 'invaded']
bern, switzerland, bangkok, thailand, ['thailand', 'china', 'taiwan', 'korea', 'japan', 'vietnam', 'italy', 'singapore', 'cleopatra', 'cambodia']
bern, switzerland, beijing, china, ['china', 'italy', 'greece', 'finland', 'ethiopia', 'eritrea', 'shanghai', 'mainland', 'morocco', 'france']
bern, switzerland, berlin, germany, ['germany', 'italy', 'russia', 'austria', 'france', 'europe', 'finland', 'hungary', 'occupied', 'frankfurt']
cairo, egypt, canberra, australia, ['kingdom', 'isles', 'ireland', 'islands', 'iceland', 'australia', 'straits', 'isle', 'sweden', 'gibraltar']
cairo, egypt, hanoi, vietnam, ['turkey', 'layla', 'pontus', 'kennedys', 'mariana', 'turkmenistan', 'zmir', 'sassanid', 'persia', 'uruguay']
cairo, egypt, havana, cuba, ['cuba', 'escaped', 'spain', 'nicaragua', 'panama', 'conquest', 'chile', 'plunged', 'vichy', 'guinea']
cairo, egypt, helsinki, finland, ['finland', 'denmark', 'armenia', 'borders', 'italy', 'sweden', 'cambodia', 'norway', 'mongolia', 'serbia']
cairo, egypt, islamabad, pakistan, ['portugal', 'pakistan', 'spain', 'algeria', 'tunisia', 'morocco', 'madeira', 'andalusia', 'turkey', 'libya']
cairo, egypt, kabul, afghanistan, ['kandahar', 'jerusalem', 'conquest', 'afghanistan', 'israel', 'exile', 'judea', 'afghan', 'saladin', 'italy']
cairo, egypt, london, england, ['kingdom', 'king', 'britain', 'brought', 'great', 'england', 'over', 'under', 'reign', 'scotland']
cairo, egypt, madrid, spain, ['spain', 'napoleon', 'france', 'victorious', 'struggle', 'conquest', 'cid', 'escape', 'portugal', 'el']
cairo, egypt, moscow, russia, ['russia', 'war', 'france', 'reign', 'independence', 'finland', 'king', 'ii', 'spain', 'napoleon']
cairo, egypt, oslo, norway, ['accords', 'norway', 'mieszko', 'destruction', 'portugal', 'peace', 'castile', 'denmark', 'spain', 'poland']
cairo, egypt, ottawa, canada, ['virgin', 'ontario', 'quebec', 'atlantic', 'kingdom', 'passage', 'waters', 'rico', 'canada', 'treaty']
cairo, egypt, paris, france, ['france', 'spain', 'rome', 're', 'king', 'peace', 'reign', 'during', 'italy', 'death']
cairo, egypt, rome, italy, ['reign', 'king', 'roman', 'emperor', 'spain', 'romans', 'empire', 'death', 'son', 'conquest']
cairo, egypt, stockholm, sweden, ['sweden', 'norway', 'denmark', 'portugal', 'kingdom', 'iceland', 'finland', 'queen', 'victoria', 'france']
cairo, egypt, tehran, iran, ['iran', 'persia', 'invasion', 'war', 'intervention', 'mehrgarh', 'afghanistan', 'vietnam', 'iraq', 'conquest']
cairo, egypt, tokyo, japan, ['japan', 'china', 'france', 'kong', 'reign', 'era', 'britain', 'kingdom', 'ages', 'war']
cairo, egypt, athens, greece, ['greece', 'persia', 'kings', 'empire', 'ancient', 'romans', 'italy', 'kingdom', 'gaul', 'conquered']
cairo, egypt, baghdad, iraq, ['iraq', 'afghanistan', 'ottoman', 'conquered', 'syria', 'persia', 'conquest', 'iraqi', 'invasion', 'hussein']
cairo, egypt, bangkok, thailand, ['thailand', 'vietnam', 'greco', 'laos', 'cambodia', 'oscillation', 'meiji', 'wu', 'mehrgarh', 'philippines']
cairo, egypt, beijing, china, ['greek', 'greece', 'china', 'mongolia', 'cid', 'ancient', 'mainland', 'crete', 'conquest', 'inca']
cairo, egypt, berlin, germany, ['germany', 'war', 'occupied', 'empire', 'hungary', 'poland', 'france', 'italy', 'russia', 'along']
cairo, egypt, bern, switzerland, ['pontus', 'moluccas', 'berne', 'kingdom', 'monarchy', 'uruguay', 'abolished', 'constitution', 'asturias', 'anzus']
canberra, australia, hanoi, vietnam, ['turkey', 'turkmenistan', 'thailand', 'tajikistan', 'uzbekistan', 'vietnam', 'toured', 'cleopatra', 'philippines', 'russia']
canberra, australia, havana, cuba, ['cuba', 'arrived', 'iraq', 'afghanistan', 'russia', 'hoped', 'china', 'libya', 'invade', 'saudi']
canberra, australia, helsinki, finland, ['russia', 'china', 'taiwan', 'usa', 'finland', 'denmark', 'japan', 'armenia', 'georgia', 'thailand']
canberra, australia, islamabad, pakistan, ['pakistan', 'lahore', 'indonesia', 'tunisia', 'libya', 'india', 'bangladesh', 'lanka', 'ukraine', 'thailand']
canberra, australia, kabul, afghanistan, ['afghanistan', 'egypt', 'syria', 'china', 'india', 'russia', 'greece', 'israel', 'kandahar', 'bulgaria']
canberra, australia, london, england, ['america', 'with', 'world', 's', 'st', 'britain', 'new', 'also', 'became', 'united']
canberra, australia, madrid, spain, ['tours', 'spain', 's', 'visit', 'america', 'world', 'hosts', 'europe', 'cities', 'allies']
canberra, australia, moscow, russia, ['russia', 'ussr', 'stalin', 'petersburg', 'ukraine', 'china', 'visit', 'europe', 's', 'western']
canberra, australia, oslo, norway, ['norway', 'denmark', 'russia', 'mieszko', 'arabia', 'ukraine', 'turkey', 'accords', 'poland', 'romania']
canberra, australia, ottawa, canada, ['canada', 'ontario', 'quebec', 'baptists', 'usa', 'lucia', 'alaska', 'baptist', 'saint', 'zealand']
canberra, australia, paris, france, ['france', 'met', 'visited', 'became', 'returned', 'with', 'close', 'rome', 'joined', 'took']
canberra, australia, rome, italy, ['emperor', 'had', 'whom', 'brother', 'king', 'roman', 'later', 'took', 'who', 'son']
canberra, australia, stockholm, sweden, ['sweden', 'usa', 'japan', 'norway', 'russia', 'denmark', 'canada', 'zealand', 'switzerland', 'singapore']
canberra, australia, tehran, iran, ['iran', 'arabia', 'afghanistan', 'iraq', 'russia', 'ussr', 'thailand', 'korea', 'ukraine', 'saudi']
canberra, australia, tokyo, japan, ['japan', 'singapore', 'china', 'america', 'india', 'usa', 'united', 'world', 'airlines', 'western']
canberra, australia, athens, greece, ['greece', 'egypt', 'europe', 'italy', 'india', 'afghanistan', 'turkey', 'persia', 'cities', 'meanwhile']
canberra, australia, baghdad, iraq, ['iraq', 'afghanistan', 'pakistan', 'syria', 'india', 'iran', 'arabia', 'saudi', 'egypt', 'indonesia']
canberra, australia, bangkok, thailand, ['thailand', 'singapore', 'taiwan', 'philippines', 'vietnam', 'japan', 'korea', 'china', 'hemisphere', 'malaysia']
canberra, australia, beijing, china, ['china', 'greece', 'afghanistan', 'india', 'japan', 'chinese', 'cities', 'albania', 'western', 'mainland']
canberra, australia, berlin, germany, ['germany', 'russia', 'europe', 'cities', 'world', 'became', 'east', 'former', 'soviet', 'union']
canberra, australia, bern, switzerland, ['usa', 'belonging', 'townships', 'states', 'switzerland', 'uruguay', 'united', 'arkansas', 'township', 'kentucky']
canberra, australia, cairo, egypt, ['egypt', 'afghanistan', 'alexandria', 'syria', 'india', 'southeastern', 'arabia', 'asia', 'pakistan', 'iraq']
hanoi, vietnam, havana, cuba, ['cuba', 'embassy', 'cuban', 'troops', 'soviet', 'china', 'responded', 'roosevelt', 'war', 'arrived']
hanoi, vietnam, helsinki, finland, ['korea', 'kenya', 'china', 'taiwan', 'seoul', 'moscow', 'union', 'central', 'manchester', 'polytechnic']
hanoi, vietnam, islamabad, pakistan, ['pakistan', 'karachi', 'bangladesh', 'lahore', 'kenya', 'bahasa', 'lanka', 'indonesia', 'planners', 'operations']
hanoi, vietnam, kabul, afghanistan, ['china', 'troops', 'army', 'israel', 'withdrew', 'sent', 'afghanistan', 'police', 'war', 'soviet']
hanoi, vietnam, london, england, ['british', 'york', 'centre', 'war', 'service', 'world', 'manchester', 'new', 'public', 'times']
hanoi, vietnam, madrid, spain, ['francisco', 'call', 'war', 'police', 'centre', 'franco', 'planners', 'defense', 'military', 'manchester']
hanoi, vietnam, moscow, russia, ['soviet', 'war', 'union', 'russia', 'russian', 'defense', 'roosevelt', 'army', 'washington', 'china']
hanoi, vietnam, oslo, norway, ['israel', 'war', 'declared', 'palestinians', 'russia', 'soviet', 'service', 'finland', 'peace', 'conflict']
hanoi, vietnam, ottawa, canada, ['canada', 'ontario', 'atlantic', 'alaska', 'quebec', 'pacific', 'canadian', 'northwest', 'washington', 'missouri']
hanoi, vietnam, paris, france, ['war', 'france', 'took', 'sent', 'he', 'entered', 'after', 'going', 'during', 'became']
hanoi, vietnam, rome, italy, ['took', 'war', 'sent', 'had', 'after', 'later', 'he', 'before', 'while', 'until']
hanoi, vietnam, stockholm, sweden, ['institute', 'technology', 'korea', 'university', 'renamed', 'college', 'singapore', 'japan', 'service', 'defence']
hanoi, vietnam, tehran, iran, ['korea', 'intelligence', 'war', 'soviet', 'institute', 'defense', 'technology', 'research', 'medical', 'iran']
hanoi, vietnam, tokyo, japan, ['china', 'japan', 'airlines', 'airways', 'singapore', 'korea', 'hong', 'war', 'kong', 'technology']
hanoi, vietnam, athens, greece, ['army', 'war', 'military', 'korea', 'china', 'armies', 'troops', 'east', 'india', 'world']
hanoi, vietnam, baghdad, iraq, ['pakistan', 'iraq', 'defense', 'military', 'army', 'china', 'occupation', 'india', 'afghanistan', 'war']
hanoi, vietnam, bangkok, thailand, ['taiwan', 'korea', 'singapore', 'china', 'thailand', 'seoul', 'vietnamese', 'filipino', 'yen', 'airlines']
